"","LT2_tag","SL1344_tag","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"1420","STM1534","SL1344_1463",2.81e-91,328,2.78e-91,328
"1421","STM1535","SL1344_1464",1.92e-68,252,1.9e-68,252
"1422","STM1536","SL1344_1465",8.69e-135,473,8.6e-135,473
"1423","STM1537","SL1344_1466",0,628,0,628
"1424","STM1538","SL1344_1467",0,1479,0,1479
"1425","STM1539","SL1344_1468",0,857,0,857
"1426","STM1540","SL1344_1469",0,862,0,862
"1427","STM1541","SL1344_1470",2.07e-149,522,1.7e-149,522
"1428","STM1542","SL1344_1471",0,791,0,791
"1429","STM1543","SL1344_1472",0,998,0,998
"1430","STM1544","SL1344_1473",0,1264,0,1264
"1431","STM1545","SL1344_1474",0,1043,0,1043
"1432","STM1546","SL1344_1475",0,1213,0,1213
"1433","STM1547","SL1344_1476",1.26e-110,393,1.25e-110,393
"1434","STM1548","SL1344_1477",0,835,0,835
"1435","STM1549","SL1344_1478",2.39e-90,325,2.4e-90,325
"1436","STM1550","SL1344_1479",2.47e-60,225,2.45e-60,225
"1437","STM1551","SL1344_1480",4.34e-54,204,4.3e-54,204
"1438","STM1552","SL1344_1482",0,760,0,760
"1439","STM1554","SL1344_1484",0,1136,0,1136
"1440","STM1555","SL1344_1485",0,808,0,808
"1441","STM1556","SL1344_1486",0,1137,0,1137
"1442","STM1557","SL1344_1487",0,988,0,988
"1443","STM1558","SL1344_1488",0,1603,0,1603
"1444","STM1559","SL1344_1489",0,1966,0,1966
"1445","STM1560","SL1344_1490",0,1445,0,1445
"1446","STM1561","SL1344_1491",3.11e-173,602,3.08e-173,602
"1447","STM1562","SL1344_1492",1.44e-69,256,1.42e-69,256
"1448","STM1563","SL1344_1493",1.47e-98,352,1.46e-98,352
"1449","STM1564","SL1344_1494",1.58e-44,171,1.57e-44,171
"1450","STM1565","SL1344_1495",2.31e-32,130,2.28e-32,130
"1451","STM1566","SL1344_1496",0,1347,0,1347
"1452","STM1567","SL1344_1497",0,750,0,750
"1453","STM1568","SL1344_1498",4.66e-154,538,4.49e-154,538
"1454","STM1569","SL1344_1499",0,716,0,716
"1455","STM1570","SL1344_1500",0,2350,0,2350
"1456","STM1571","SL1344_1502",0,662,0,662
"1457","STM1572","SL1344_1503",0,835,0,836
"1458","STM1573","SL1344_1504",2.34e-90,325,2.81e-90,325
"1459","STM1574","SL1344_1505",0,1137,0,1137
"1460","STM1575","SL1344_1506",5.1e-137,481,5.05e-137,481
"1461","STM1576","SL1344_1507",0,1053,0,1053
"1462","STM1577","SL1344_1508",0,3092,0,3092
"1463","STM1578","SL1344_1509",0,1292,0,1292
"1464","STM1579","SL1344_1510",1.11e-147,517,1.1e-147,517
"1465","STM1580","SL1344_1511",6.18e-145,507,6.12e-145,507
"1466","STM1581","SL1344_1512",0,742,0,742
"1467","STM1582","SL1344_1513",0,667,0,667
"1468","STM1583","SL1344_1514",5.69e-145,507,5.63e-145,507
"1469","STM1584","SL1344_1515",0,1235,0,1235
"1470","STM1585","SL1344_1516",3.6e-46,177,3.56e-46,177
"1471","STM1586","SL1344_1517",0,749,0,749
"1472","STM1587","SL1344_1518",0,1658,0,1658
"1473","STM1588","SL1344_1519",2.55e-136,361,2.53e-136,361
"1474","STM1589","SL1344_1520",0,608,0,608
"1475","STM1590","SL1344_1521",2e-115,409,1.98e-115,409
"1476","STM1591","SL1344_1522",1.04e-101,363,1.03e-101,363
"1477","STM1592","SL1344_1523",2.82e-50,191,2.79e-50,191
"1478","STM1593","SL1344_1524",0,901,0,901
"1479","STM1594","SL1344_1525",0,2322,0,2322
"1480","STM1595","SL1344_1526",0,1127,0,1127
"1481","STM1596","SL1344_1527",7.3e-59,220,7.22e-59,220
"1482","STM1597","SL1344_1528",0,1134,0,1134
"1483","STM1598","SL1344_1529",0,1104,0,1104
"1484","STM1599","SL1344_1530",1.46e-177,616,1.44e-177,616
"1485","STM1600","SL1344_1530A",3.57e-49,187,3.54e-49,187
"1486","STM1601","SL1344_1531",5.1e-87,314,5.05e-87,314
"1487","STM1602","SL1344_1532",0,741,0,741
"1488","STM1603","SL1344_1533",1.9e-49,188,1.88e-49,188
"1489","STM1604","SL1344_1534",0,1532,0,1532
"1490","STM1605","SL1344_1535",3.12e-124,438,3.09e-124,438
"1491","STM1606","SL1344_1536",0,780,0,780
"1492","STM1607","SL1344_1537",2e-155,542,1.98e-155,542
"1493","STM1608","SL1344_1538",1.89e-140,492,1.87e-140,492
"1494","STM1609","SL1344_1539",0,832,0,832
"1495","STM1610","SL1344_1540",0,779,0,779
"1496","STM1611","SL1344_1541",7.47e-123,434,7.39e-123,434
"1497","STM1612","SL1344_1542",0,889,0,889
"1498","STM1613","SL1344_1543",2.85e-62,231,2.82e-62,231
"1499","STM1614","SL1344_1544",0,969,0,969
"1500","STM1615","SL1344_1545",0,641,0,641
"1501","STM1616","SL1344_1546",1.62e-99,356,1.61e-99,356
"1502","STM1617","SL1344_1547",7.18e-148,517,7.11e-148,517
"1503","STM1618","SL1344_1548",1.28e-179,623,1.27e-179,623
"1504","STM1619","SL1344_1549",6.21e-100,357,6.15e-100,357
"1505","STM1620","SL1344_1550",0,972,0,972
"1506","STM1621","SL1344_1551",1.79e-124,439,1.78e-124,439
"1507","STM1622","SL1344_1552",0,1362,0,1362
"1508","STM1623","SL1344_1553",0,1206,0,1206
"1509","STM1624","SL1344_1554",0,1080,0,1080
"1510","STM1625","SL1344_1555",0,741,0,741
"1511","STM1626","SL1344_1556",0,956,0,956
"1512","STM1627","SL1344_1557",0,893,0,893
"1513","STM1628","SL1344_1558",1.17e-59,222,1.16e-59,222
"1514","STM1629","SL1344_1559",7.66e-92,330,7.58e-92,330
"1515","STM1630","SL1344_1560",2.34e-152,532,2.32e-152,532
"1516","STM1631","SL1344_1561",0,997,0,997
"1517","STM1632","SL1344_1562",7.23e-78,283,7.16e-78,283
"1518","STM1633","SL1344_1563",7.59e-174,604,7.51e-174,604
"1519","STM1634","SL1344_1564",1.01e-151,530,1e-151,530
"1520","STM1635","SL1344_1565",4.89e-161,561,4.88e-161,561
"1521","STM1636","SL1344_1566",1.08e-159,556,1.07e-159,556
"1522","STM1637","SL1344_1567",0,1163,0,1163
"1523","STM1638","SL1344_1568",4.21e-99,354,7.01e-99,354
"1524","STM1639","SL1344_1569",1.09e-123,436,1.08e-123,436
"1525","STM1640","SL1344_1570",0,650,0,650
"1526","STM1641","SL1344_1571",0,3033,0,3033
"1527","STM1642","SL1344_1572",2.07e-129,456,2.05e-129,456
"1528","STM1643","SL1344_1573",9.66e-105,373,9.57e-105,373
"1529","STM1644","SL1344_1574",4.85e-74,270,4.81e-74,270
"1530","STM1645","SL1344_1575",3.37e-41,160,3.33e-41,160
"1531","STM1646","SL1344_1576",0,2041,0,2041
"1532","STM1647","SL1344_1577",0,736,0,736
"1533","STM1648","SL1344_1578",3.3e-93,335,3.26e-93,335
"1534","STM1649","SL1344_1579",1.71e-30,124,1.8e-30,124
"1535","STM1650","SL1344_1580",7.51e-69,253,7.44e-69,253
"1536","STM1651","SL1344_1581",0,2768,0,2768
"1537","STM1652","SL1344_1582",6.72e-101,360,6.65e-101,360
"1538","STM1653","SL1344_1583",1.98e-82,298,1.96e-82,298
"1539","STM1654","SL1344_1585",0,750,0,750
"1540","STM1655","SL1344_1586",0,1025,0,1025
"1541","STM1656","SL1344_1587",0,728,0,728
"1542","STM1657","SL1344_1588",0,902,0,902
"1543","STM1658","SL1344_1589",1.18e-131,463,1.17e-131,463
"1544","STM1659","SL1344_1590",2.16e-116,412,2.14e-116,412
"1545","STM1660","SL1344_1591",3.91e-169,588,3.63e-169,588
"1546","STM1661","SL1344_1592",0,776,0,776
"1547","STM1662","SL1344_1593",6.87e-59,220,6.81e-59,220
"1548","STM1663","SL1344_1594",0,838,0,838
"1549","STM1664","SL1344_1595",6.24e-143,500,6.18e-143,500
"1550","STM1665","SL1344_1596",2.06e-159,555,2.03e-159,555
"1551","STM1667","SL1344_1597",1.6e-127,449,1.59e-127,449
"1552","STM1668","SL1344_1598",0,659,0,659
"1553","STM1669","SL1344_1599",0,1438,0,1438
"1554","STM1670","SL1344_1600",0,656,0,656
"1555","STM1671","SL1344_1601",0,659,0,659
"1556","STM1672","SL1344_1602",0,851,0,851
"1557","STM1673","SL1344_1603",6.35e-58,216,6.29e-58,216
"1558","STM1674","SL1344_1604",2.75e-133,468,2.73e-133,468
"1559","STM1675","SL1344_1605",3.06e-158,506,3.03e-158,506
"1560","STM1676","SL1344_1606",0,696,0,696
"1561","STM1677","SL1344_1607",0,749,0,749
"1562","STM1678","SL1344_1608",0,719,0,719
"1563","STM1679","SL1344_1609",0,1302,0,1302
"1564","STM1680","SL1344_1610",2.59e-173,602,2.56e-173,602
"1565","STM1681","SL1344_1611",0,673,0,673
"1566","STM1682","SL1344_1612",8.83e-114,403,8.75e-114,403
"1567","STM1683","SL1344_1613",0,1198,0,1198
"1568","STM1684","SL1344_1614",0,743,0,743
"1569","STM1685","SL1344_1615",0,1126,0,1126
"1570","STM1686","SL1344_1616",1.94e-71,262,1.92e-71,262
"1571","STM1687","SL1344_1617",9.34e-46,176,9.24e-46,176
"1572","STM1688","SL1344_1618",4.41e-87,314,4.37e-87,314
"1573","STM1689","SL1344_1619",5.21e-50,190,5.15e-50,190
"1574","STM1690","SL1344_1620",8.31e-149,520,8.23e-149,520
"1575","STM1691","SL1344_1621",0,794,0,794
"1576","STM1692","SL1344_1622",0,1084,0,1084
"1577","STM1693","SL1344_1623",0,640,0,640
"1578","STM1694","SL1344_1624",0,694,0,694
"1579","STM1695","SL1344_1625",0,771,0,771
"1580","STM1696","SL1344_1626",0,638,0,638
"1581","STM1697","SL1344_1627",1.93e-133,434,2.37e-133,434
"1582","STM1698","SL1344_1628",0,1091,0,1091
"1583","STM1698A","SL1344_1629",2.38e-38,150,2.35e-38,150
"1584","STM1699","SL1344_1630",2.9e-69,254,2.87e-69,254
"1585","STM1700","SL1344_1631",0,640,0,640
"1586","STM1701","SL1344_1632",0,762,0,762
"1587","STM1702","SL1344_1633",0,996,0,996
"1588","STM1703","SL1344_1634",0,1480,0,1480
"1589","STM1704","SL1344_1636",3.98e-170,591,3.94e-170,591
"1590","STM1705","SL1344_1637",1.86e-46,178,1.84e-46,178
"1591","STM1706","SL1344_1638",1.75e-73,269,1.74e-73,269
"1592","STM1707","SL1344_1639",1.27e-151,528,1.25e-151,528
"1593","STM1708","SL1344_1640",0,898,0,898
"1594","STM1709","SL1344_1641",1.06e-68,253,1.05e-68,253
"1595","STM1710","SL1344_1642",1.44e-165,576,1.43e-165,576
"1596","STM1711","SL1344_1643",1.15e-138,486,1.14e-138,486
"1597","STM1712","SL1344_1644",0,2091,0,2091
"1598","STM1713","SL1344_1645",0,780,0,780
"1599","STM1714","SL1344_1646",0,1908,0,1908
"1600","STM1715","SL1344_1647",5.75e-57,213,5.69e-57,213
"1601","STM1716","SL1344_1648",0,621,0,621
"1602","STM1717","SL1344_1649",1.68e-175,609,1.66e-175,609
"1603","STM1718","SL1344_1650",4.8e-136,478,4.75e-136,478
"1604","STM1719","SL1344_1651",0,690,0,690
"1605","STM1720","SL1344_1652",2.94e-141,495,2.92e-141,495
"1606","STM1721","SL1344_1653",0,718,0,718
"1607","STM1723","SL1344_1654",0,1040,0,1040
"1608","STM1724","SL1344_1655",0,1164,0,1164
"1609","STM1725","SL1344_1656",0,1021,0,1021
"1610","STM1726","SL1344_1657",0,933,0,933
"1611","STM1727","SL1344_1658",0,635,0,635
"1612","STM1728","SL1344_1659",1.31e-38,151,1.3e-38,151
"1613","STM1729","SL1344_1660",3.12e-113,401,3.09e-113,401
"1614","STM1730","SL1344_1661",2.5e-118,418,2.47e-118,418
"1615","STM1731","SL1344_1662",0,693,0,693
"1616","STM1732","SL1344_1663",1.74e-138,486,1.72e-138,486
"1617","STM1733","SL1344_1664",4.75e-94,337,4.71e-94,337
"1618","STM1734","SL1344_1665",3.33e-172,598,3.3e-172,598
"1619","STM1735","SL1344_1666",3.65e-122,431,3.62e-122,431
"1620","STM1736","SL1344_1667",1.13e-92,333,1.12e-92,333
"1621","STM1737","SL1344_1668",1.12e-126,312,1.11e-126,312
"1622","STM1738","SL1344_1669",1.27e-63,236,1.26e-63,236
"1623","STM1739","SL1344_1670",0,1153,0,1153
"1624","STM1740","SL1344_1671",1.75e-73,269,1.74e-73,269
"1625","STM1741","SL1344_1672",0,637,0,637
"1626","STM1742","SL1344_1673",0,788,0,788
"1627","STM1743","SL1344_1674",0,790,0,790
"1628","STM1744","SL1344_1675",0,749,0,749
"1629","STM1745","SL1344_1676",0,771,0,771
"1630","STM1746","SL1344_1677",0,1257,0,1257
"1631","STM1747","SL1344_1678",4.23e-73,267,4.19e-73,267
"1632","STM1748","SL1344_1679",3.34e-158,551,3.3e-158,551
"1633","STM1749","SL1344_1680",0,1953,0,1953
"1634","STM1750","SL1344_1681",1.21e-138,486,1.2e-138,486
"1635","STM1751","SL1344_1682",6.29e-77,281,6.23e-77,281
"1636","STM1752","SL1344_1683",0,712,0,712
"1637","STM1753","SL1344_1684",0,820,0,820
"1638","STM1754","SL1344_1685",0,725,0,725
"1639","STM1755","SL1344_1686",1.46e-101,363,1.45e-101,363
"1640","STM1756","SL1344_1687",0,672,0,672
"1641","STM1760","SL1344_1688",0,1191,0,1191
"1642","STM1761","SL1344_1689",7.2e-159,554,7.13e-159,554
"1643","STM1762","SL1344_1690",1.33e-169,589,1.32e-169,589
"1644","STM1763","SL1344_1691",0,1272,0,1272
"1645","STM1764","SL1344_1692",0,3084,0,3084
"1646","STM1765","SL1344_1693",0,851,0,851
"1647","STM1766","SL1344_1694",0,1408,0,1408
"1648","STM1767","SL1344_1695",1.56e-144,410,1.55e-144,410
"1649","STM1768","SL1344_1696",0,1080,0,1080
"1650","STM1769","SL1344_1697",3.68e-81,294,3.64e-81,294
"1651","STM1770","SL1344_1698",2.06e-54,204,2.04e-54,204
"1652","STM1771","SL1344_1699",0,840,0,840
"1653","STM1772","SL1344_1700",0,686,0,686
"1654","STM1773","SL1344_1701",0,641,0,641
"1655","STM1774","SL1344_1702",5.78e-89,320,5.73e-89,320
"1656","STM1775","SL1344_1703",3.81e-180,625,3.78e-180,625
"1657","STM1776","SL1344_1704",0,812,0,812
"1658","STM1777","SL1344_1705",0,949,0,949
"1659","STM1778","SL1344_1706",6.02e-146,511,5.96e-146,511
"1660","STM1779","SL1344_1707",0,663,0,663
"1661","STM1780","SL1344_1708",0,724,0,724
"1662","STM1781","SL1344_1709",0,811,0,811
"1663","STM1782","SL1344_1710",6.79e-51,144,6.73e-51,144
"1664","STM1783","SL1344_1711",2.45e-127,449,2.31e-127,449
"1665","STM1784","SL1344_1712",0,748,0,748
"1666","STM1785","SL1344_1713",0,1043,0,1043
"1667","STM1786","SL1344_1714",0,857,0,850
"1668","STM1787","SL1344_1715",0,1476,0,1476
"1669","STM1788","SL1344_1716",5.7e-175,607,5.69e-175,607
"1670","STM1789","SL1344_1717",6.68e-132,464,6.61e-132,464
"1671","STM1790","SL1344_1718",3.2e-89,321,3.17e-89,321
"1672","STM1791","SL1344_1719",0,351,0,351
"1673","STM1792","SL1344_1720",0,1229,0,1229
"1674","STM1793","SL1344_1721",0,885,0,885
"1675","STM1794","SL1344_1722",3.46e-19,85.8,3.42e-19,85.8
"1676","STM1795","SL1344_1723",0,1026,0,1026
"1677","STM1796","SL1344_1724",0,1226,0,1226
"1678","STM1797","SL1344_1725",2.87e-56,211,2.84e-56,211
"1679","STM1798","SL1344_1726",6.23e-164,571,6.17e-164,571
"1680","STM1799","SL1344_1727",1.8e-139,489,1.78e-139,489
"1681","STM1800","SL1344_1728",0,722,0,722
"1682","STM1801","SL1344_1729",0,1336,0,1336
"1683","STM1802","SL1344_1730",0,856,0,856
"1684","STM1803","SL1344_1731",0,1014,0,1014
"1685","STM1804","SL1344_1732",0,1257,0,1257
"1686","STM1805","SL1344_1733",1.36e-165,576,1.34e-165,576
"1687","STM1806","SL1344_1734",0,1088,0,1088
"1688","STM1807","SL1344_1735",2.6e-126,445,2.58e-126,445
"1689","STM1808","SL1344_1736",5.7e-79,287,5.64e-79,287
"1690","STM1809","SL1344_1737",1.87e-32,131,1.85e-32,131
"1691","STM1810","SL1344_1738",2.75e-28,116,2.72e-28,116
"1692","STM1811","SL1344_1739",2.59e-112,398,2.57e-112,398
"1693","STM1812","SL1344_1740",1.04e-151,530,1.03e-151,530
"1694","STM1813","SL1344_1741",5.4e-71,260,5.35e-71,260
"1695","STM1814","SL1344_1742",1.97e-158,552,1.95e-158,552
"1696","STM1815","SL1344_1743",1.03e-177,403,1.02e-177,403
"1697","STM1816","SL1344_1744",1.2e-56,212,1.19e-56,212
"1698","STM1817","SL1344_1745",0,682,0,682
"1699","STM1818","SL1344_1747",0,1342,0,1342
"1700","STM1819","SL1344_1748",9.62e-133,467,9.53e-133,467
"1701","STM1820","SL1344_1749",2.26e-164,572,2.24e-164,572
"1702","STM1821","SL1344_1750",0,1488,0,1488
"1703","STM1822","SL1344_1751",6.76e-81,293,6.7e-81,293
"1704","STM1823","SL1344_1752",2.28e-37,147,2.26e-37,147
"1705","STM1824","SL1344_1753",0,1069,0,1069
"1706","STM1825","SL1344_1754",5.06e-133,467,5.01e-133,467
"1707","STM1826","SL1344_1755",0,1079,0,1079
"1708","STM1827","SL1344_1756",0,1274,0,1274
"1709","STM1828","SL1344_1757",0,945,0,945
"1710","STM1830","SL1344_1759",0,388,0,388
"1711","STM1831","SL1344_1760",3.64e-180,625,3.6e-180,625
"1712","STM1832","SL1344_1761",0,696,0,696
"1713","STM1833","SL1344_1762",7.47e-105,374,7.15e-105,374
"1714","STM1834","SL1344_1763",3.72e-132,465,3.28e-132,465
"1715","STM1835","SL1344_1764",0,654,0,654
"1716","STM1836","SL1344_1765",0,1390,0,1390
"1717","STM1837","SL1344_1766",2.61e-43,167,2.59e-43,167
"1718","STM1838","SL1344_1767",4.02e-27,112,3.98e-27,112
"1719","STM1839","SL1344_1768",1.07e-41,163,1.06e-41,163
"1720","STM1840","SL1344_1769",1.34e-30,124,1.32e-30,124
"1721","STM1841","SL1344_1770",3.54e-56,210,3.51e-56,210
"1722","STM1842","SL1344_1771",0,633,0,633
"1723","STM1843","SL1344_1772",0,659,0,670
"1724","STM1844","SL1344_1773",0,714,0,714
"1725","STM1845","SL1344_1774",0,1602,0,1602
"1726","STM1846","SL1344_1775",1.28e-145,510,1.26e-145,510
"1727","STM1847","SL1344_1776",5.13e-137,481,5.08e-137,481
"1728","STM1848","SL1344_1777",0,866,0,866
"1729","STM1849","SL1344_1778",0,1189,0,1189
"1730","STM1850","SL1344_1779",0,1161,0,1161
"1731","STM1851","SL1344_1780",1.48e-53,202,1.46e-53,202
"1732","STM1852","SL1344_1781",2.98e-43,167,2.95e-43,167
"1733","STM1853","SL1344_1782",6.86e-155,540,6.79e-155,540
"1734","STM1854","SL1344_1783",8.34e-36,142,8.26e-36,142
"1735","STM1855","SL1344_1784",7.22e-166,577,7.15e-166,577
"1736","STM1856","SL1344_1785",5.4e-88,317,5.35e-88,317
"1737","STM1857","SL1344_1787",1.11e-95,343,1.1e-95,343
"1738","STM1858","SL1344_1788",8.88e-57,213,8.79e-57,213
"1739","STM1859","SL1344_1789",1.34e-30,124,1.19e-29,122
"1740","STM1860","SL1344_1790",0,685,0,685
"1741","STM1861","SL1344_1791",3.61e-80,291,3.57e-80,291
"1742","STM1862","SL1344_1793",0,772,0,772
"1743","STM1863","SL1344_1794",1.81e-34,137,1.79e-34,137
"1744","STM1864","SL1344_1795",4e-141,495,3.96e-141,495
"1745","STM1865","SL1344_1796",2.3e-25,106,3.62e-25,106
"1746","STM1867","SL1344_1799",1.82e-44,171,1.81e-44,171
"1747","STM1868","SL1344_1800",0,734,0,734
"1748","STM1868A","SL1344_1802",2.88e-34,137,2.85e-34,137
"1749","STM1869","SL1344_1803",2.62e-106,379,2.6e-106,379
"1750","STM1869A","SL1344_1804",1.16e-50,193,7.83e-51,193
"1751","STM1870","SL1344_1805",6.23e-114,404,8.69e-114,404
"1752","STM1871","SL1344_1806",0,734,0,734
"1753","STM1873","SL1344_1807",1.21e-79,289,1.2e-79,289
"1754","STM1874","SL1344_1808",0,722,0,722
"1755","STM1875","SL1344_1809",3.41e-83,301,3.45e-83,301
"1756","STM1876","SL1344_1810",2.23e-51,194,2.21e-51,194
"1757","STM1877","SL1344_1811",5.47e-152,531,5.41e-152,531
"1758","STM1878","SL1344_1812",4.29e-164,571,4.24e-164,571
"1759","STM1879","SL1344_1813",0,1598,0,1598
"1760","STM1880","SL1344_1814",1.22e-145,510,1.2e-145,510
"1761","STM1881","SL1344_1815",1.82e-80,292,1.8e-80,292
"1762","STM1882","SL1344_1816",1.27e-63,236,1.26e-63,236
"1763","STM1883","SL1344_1817",0,944,0,944
"1764","STM1884","SL1344_1818",3.57e-151,528,3.54e-151,528
"1765","STM1885","SL1344_1819",0,863,0,863
"1766","STM1886","SL1344_1820",0,1186,0,1186
"1767","STM1887","SL1344_1821",0,692,0,692
"1768","STM1888","SL1344_1822",0,1170,0,1170
"1769","STM1889","SL1344_1823",0,777,0,777
"1770","STM1890","SL1344_1824",0,1056,0,1056
"1771","STM1891","SL1344_1825",0,765,0,765
"1772","STM1892","SL1344_1826",6.4e-171,594,5.87e-171,594
"1773","STM1893","SL1344_1827",0,647,0,647
"1774","STM1894","SL1344_1828",0,723,0,723
"1775","STM1895","SL1344_1829",3.95e-141,495,3.91e-141,495
"1776","STM1896","SL1344_1830",0,598,0,599
"1777","STM1897","SL1344_1832",3.56e-140,491,3.52e-140,491
"1778","STM1898","SL1344_1833",2.21e-120,425,2.19e-120,425
"1779","STM1899","SL1344_1834",2.23e-171,595,2.21e-171,595
"1780","STM1900","SL1344_1835",9.66e-101,360,9.57e-101,360
"1781","STM1901","SL1344_1836",0,1394,0,1394
"1782","STM1902","SL1344_1837",2.83e-134,472,2.8e-134,472
"1783","STM1903","SL1344_1838",0,679,0,679
"1784","STM1904","SL1344_1839",8.12e-89,320,8.04e-89,320
"1785","STM1905","SL1344_1840",2.43e-168,585,2.4e-168,585
"1786","STM1906","SL1344_1841",0,796,0,796
"1787","STM1907","SL1344_1842",3.09e-171,595,3.06e-171,595
"1788","STM1908","SL1344_1843",3.91e-134,471,3.87e-134,471
"1789","STM1909","SL1344_1844",0,1289,0,1289
"1790","STM1910","SL1344_1845",0,1478,0,1478
"1791","STM1911","SL1344_1846",0,948,0,948
"1792","STM1912","SL1344_1847",1.52e-88,319,1.5e-88,319
"1793","STM1913","SL1344_1848",0,1388,0,1388
"1794","STM1914","SL1344_1849",0,809,0,809
"1795","STM1915","SL1344_1850",6.78e-151,527,6.72e-151,527
"1796","STM1916","SL1344_1851",1.74e-82,299,1.75e-82,299
"1797","STM1917","SL1344_1852",0,833,0,833
"1798","STM1918","SL1344_1853",0,680,0,680
"1799","STM1919","SL1344_1854",0,1251,0,1251
"1800","STM1920","SL1344_1855",3.12e-117,415,3.09e-117,415
"1801","STM1921","SL1344_1856",0,1477,0,1477
"1802","STM1922","SL1344_1857",0,670,0,670
"1803","STM1923","SL1344_1858",0,642,0,642
"1804","STM1924","SL1344_1859",1.83e-132,466,1.79e-132,466
"1805","STM1925","SL1344_1860",2.64e-77,281,2.62e-77,281
"1806","STM1927","SL1344_1861",9.06e-97,347,8.97e-97,347
"1807","STM1928","SL1344_1862",0,1060,0,1060
"1808","STM1929","SL1344_1863",5.43e-177,614,5.38e-177,614
"1809","STM1931","SL1344_1864",1.07e-126,446,1.06e-126,446
"1810","STM1932","SL1344_1865",4.65e-110,391,4.6e-110,391
"1811","STM1933","SL1344_1866",7.9e-149,520,7.83e-149,520
"1812","STM1934","SL1344_1867",1.54e-75,275,1.52e-75,275
"1813","STM1935","SL1344_1868",1.92e-111,396,1.91e-111,396
"1814","STM1936","SL1344_1869",7.66e-50,189,7.58e-50,189
"1815","STM1937","SL1344_1870",0,1009,0,1009
"1816","STM1938","SL1344_1871",9.69e-159,553,9.59e-159,553
"1817","STM1939","SL1344_1872",8.47e-65,240,7.56e-65,240
"1818","STM1940","SL1344_1873",0,1180,0,1180
"1819","STM1941","SL1344_1874",3.99e-75,274,3.95e-75,274
"1820","STM1945","SL1344_1875",9.67e-126,443,9.58e-126,443
"1821","STM1946","SL1344_1876",0,1431,0,1431
"1822","STM1947","SL1344_1877",2.47e-150,525,2.45e-150,525
"1823","STM1949","SL1344_1878",6.1e-48,183,6.04e-48,183
"1824","STM1950","SL1344_1879",2.57e-157,549,2.55e-157,549
"1825","STM1951","SL1344_1880",2.8e-160,353,2.77e-160,353
"1826","STM1952","SL1344_1881",1.34e-142,500,1.33e-142,500
"1827","STM1953","SL1344_1882",0,769,0,769
"1828","STM1954","SL1344_1883",0,650,0,650
"1829","STM1955","SL1344_1884",6.05e-128,451,5.99e-128,451
"1830","STM1956","SL1344_1885",1.71e-164,572,1.7e-164,572
"1831","STM1958","SL1344_1887",0,954,0,954
"1832","STM1959","SL1344_1888",0,1232,0,1232
"1833","STM1960","SL1344_1889",0,1079,0,1079
"1834","STM1961","SL1344_1890",6.1e-89,320,6.04e-89,320
"1835","STM1962","SL1344_1891",9.35e-84,303,9.26e-84,303
"1836","STM1963","SL1344_1892",0,1242,0,1242
"1837","STM1964","SL1344_1893",2.96e-87,315,2.93e-87,315
"1838","STM1965","SL1344_1894",0,989,0,989
"1839","STM1966","SL1344_1895",3.66e-53,200,3.62e-53,200
"1840","STM1967","SL1344_1896",1.89e-91,329,1.87e-91,329
"1841","STM1968","SL1344_1897",7.49e-72,263,7.41e-72,263
"1842","STM1969","SL1344_1898",0,736,0,736
"1843","STM1970","SL1344_1899",0,707,0,707
"1844","STM1971","SL1344_1900",1.15e-130,326,1.13e-130,326
"1845","STM1972","SL1344_1901",0,1016,0,1016
