LT2_tag,SL1344_tag,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM2772,SL1344_2757,5.03E-133,467,4.98E-133,467
STM2773,SL1344_2758,0,889,0,889
STM2774,SL1344_2759,0,1688,0,1688
STM2775,SL1344_2760,0,949,0,949
STM2776,SL1344_2761,0,764,0,764
STM2777,SL1344_2762,0,1710,0,1673
STM2780,SL1344_2763,0,824,0,824
STM2781,SL1344_2764,0,748,0,748
STM2782,SL1344_2765,0,739,0,739
STM2783,SL1344_2767,0,806,0,806
STM2784,SL1344_2768,0,968,0,968
STM2785,SL1344_2769,1.87E-153,391,1.85E-153,391
STM2786,SL1344_2770,0,774,0,774
STM2787,SL1344_2771,9.23E-101,360,9.14E-101,360
STM2788,SL1344_2772,0,1020,0,1020
STM2789,SL1344_2773,0,750,0,750
STM2790,SL1344_2774,0,961,0,961
STM2791,SL1344_2775,0,1135,0,1135
STM2792,SL1344_2776,0,971,0,971
STM2793,SL1344_2777,0,1070,0,1070
STM2794,SL1344_2778,3.53E-154,538,3.49E-154,538
STM2795,SL1344_2779,1.32E-104,373,1.3E-104,373
STM2796,SL1344_2780,8.85E-34,135,8.76E-34,135
STM2797,SL1344_2781,1.54E-49,189,1.07E-49,189
STM2798,SL1344_2782,3.28E-121,428,3.28E-121,428
STM2799,SL1344_2783,5.15E-83,301,5.1E-83,301
STM2800,SL1344_2784,6.44E-100,357,6.38E-100,357
STM2801,SL1344_2785,8.03E-79,286,7.95E-79,286
STM2802,SL1344_2786,1.56E-75,275,1.54E-75,275
STM2803,SL1344_2787,0,1059,0,1059
STM2804,SL1344_2788,2.17E-95,342,2.15E-95,342
STM2805,SL1344_2790,2.12E-53,201,2.1E-53,201
STM2806,SL1344_2791,6.22E-93,334,6.16E-93,334
STM2807,SL1344_2792,0,1702,0,1702
STM2808,SL1344_2793,0,761,0,761
STM2809,SL1344_2794,0,915,0,915
STM2810,SL1344_2795,0,774,0,762
STM2811,SL1344_2796,0,805,0,805
STM2812,SL1344_2797,0,858,0,858
STM2813,SL1344_2798,1.38E-118,419,1.38E-118,419
STM2814,SL1344_2799,0,875,0,875
STM2815,SL1344_2800,0,1161,0,1161
STM2816,SL1344_2801,0,1088,0,1088
STM2817,SL1344_2802,4.42E-117,414,4.38E-117,414
STM2818,SL1344_2803,0,1211,0,1211
STM2819,SL1344_2804,3.71E-90,325,3.68E-90,325
STM2820,SL1344_2805,1.9E-129,456,1.88E-129,456
STM2826,SL1344_2806,3.81E-39,153,3.92E-39,153
STM2827,SL1344_2807,0,1898,0,1898
STM2828,SL1344_2808,4.64E-118,418,4.6E-118,418
STM2829,SL1344_2809,0,781,0,781
STM2830,SL1344_2810,6.28E-114,404,6.22E-114,404
STM2831,SL1344_2811,0,804,0,804
STM2832,SL1344_2812,4.21E-123,434,4.17E-123,434
STM2833,SL1344_2813,0,715,0,715
STM2834,SL1344_2814,5.24E-81,294,5.19E-81,294
STM2835,SL1344_2815,7.8E-166,577,7.73E-166,577
STM2836,SL1344_2816,2E-73,269,1.98E-73,269
STM2837,SL1344_2817,0,627,0,627
STM2838,SL1344_2818,0,606,0,606
STM2839,SL1344_2819,0,1146,0,1146
STM2840,SL1344_2820,0,1174,0,1174
STM2841,SL1344_2821,0,852,0,852
STM2842,SL1344_2822,0,1109,0,1109
STM2843,SL1344_2823,1.55E-131,462,1.53E-131,462
STM2844,SL1344_2824,0,638,0,638
STM2845,SL1344_2825,4.25E-106,378,4.21E-106,378
STM2846,SL1344_2826,1.87E-90,325,1.85E-90,325
STM2847,SL1344_2827,4.76E-168,584,4.71E-168,584
STM2848,SL1344_2828,4.31E-128,451,4.27E-128,451
STM2849,SL1344_2829,0,1356,0,1356
STM2850,SL1344_2830,0,693,0,693
STM2851,SL1344_2831,0,785,0,785
STM2852,SL1344_2832,2.56E-125,272,2.54E-125,272
STM2853,SL1344_2833,2.78E-109,388,2.76E-109,388
STM2854,SL1344_2834,5.18E-81,294,5.12E-81,294
STM2855,SL1344_2835,0,701,0,701
STM2856,SL1344_2836,1.43E-58,219,1.42E-58,219
STM2857,SL1344_2837,0,909,0,909
STM2858,SL1344_2838,0,719,0,719
STM2859,SL1344_2839,0,1610,0,1610
STM2860,SL1344_2840,1.6E-79,289,1.58E-79,289
STM2861,SL1344_2841,0,715,0,715
STM2862,SL1344_2842,0,638,0,638
STM2863,SL1344_2843,0,665,0,665
STM2864,SL1344_2844,0,705,0,705
STM2865,SL1344_2845,0,363,0,363
STM2866,SL1344_2846,3.41E-176,611,3.38E-176,611
STM2867,SL1344_2847,0,700,0,700
STM2868,SL1344_2848,1.14E-102,366,1.13E-102,366
STM2869,SL1344_2849,1.08E-155,543,1.07E-155,543
STM2870,SL1344_2850,9.99E-133,467,9.9E-133,467
STM2871,SL1344_2851,5.5E-170,591,5.44E-170,591
STM2872,SL1344_2852,2.35E-70,258,2.33E-70,258
STM2873,SL1344_2853,1.51E-49,188,1.5E-49,188
STM2874,SL1344_2854,0,939,0,939
STM2875,SL1344_2855,0,729,0,729
STM2876,SL1344_2856,0,1320,0,1320
STM2877,SL1344_2857,3.75E-108,385,3.71E-108,385
STM2878,SL1344_2858,0,1265,0,1265
STM2879,SL1344_2859,1.1E-84,306,1.09E-84,306
STM2881,SL1344_2860,2.92E-53,201,2.89E-53,201
STM2882,SL1344_2861,0,1585,0,1585
STM2883,SL1344_2862,0,775,0,775
STM2884,SL1344_2863,0,888,0,888
STM2885,SL1344_2864,0,929,0,929
STM2886,SL1344_2865,5.8E-117,414,5.74E-117,414
STM2887,SL1344_2866,0,831,0,831
STM2888,SL1344_2867,0,433,0,433
STM2889,SL1344_2868,2.13E-56,211,2.11E-56,211
STM2890,SL1344_2869,2.32E-126,384,2.3E-126,384
STM2891,SL1344_2870,0,707,0,707
STM2892,SL1344_2871,0,710,0,710
STM2893,SL1344_2872,1.94E-89,322,1.92E-89,322
STM2894,SL1344_2873,0,1036,0,1036
STM2895,SL1344_2874,2.57E-90,325,2.55E-90,325
STM2896,SL1344_2875,0,1564,0,1591
STM2897,SL1344_2876,0,852,0,852
STM2898,SL1344_2877,0,1368,0,1368
STM2899,SL1344_2878,3.36E-150,525,3.32E-150,525
STM2900,SL1344_2879,5.45E-98,351,5.39E-98,351
STM2901,SL1344_2880,1.67E-103,369,1.65E-103,369
STM2902,SL1344_2881,1.1E-78,286,1.09E-78,286
STM2903,SL1344_2882,1.09E-71,263,1.08E-71,263
STM2904,SL1344_2884,1.36E-64,239,1.34E-64,239
STM2905,SL1344_2885,8.56E-121,427,8.48E-121,427
STM2906,SL1344_2885A,1.72E-41,161,2.27E-41,161
STM2907,SL1344_2886,1.04E-155,543,1.03E-155,543
STM2908,SL1344_2887,3.83E-119,421,3.79E-119,421
STM2909,SL1344_2888,0,1702,0,1702
STM2910,SL1344_2889,1.15E-85,309,1.14E-85,309
STM2911,SL1344_2890,0,937,0,937
STM2912,SL1344_2891,0,716,0,716
STM2913,SL1344_2892,0,1084,0,1084
STM2914,SL1344_2893,0,722,0,722
STM2915,SL1344_2894,1.48E-167,452,1.28E-151,455
STM2916,SL1344_2895,5.28E-152,531,5.23E-152,531
STM2917,SL1344_2896,0,984,0,984
STM2918,SL1344_2897,0,581,0,581
STM2919,SL1344_2898,7.62E-178,617,7.55E-178,617
STM2920,SL1344_2899,8.29E-89,320,8.21E-89,320
STM2921,SL1344_2900,1.72E-131,462,1.7E-131,462
STM2922,SL1344_2901,0,1136,0,1136
STM2923,SL1344_2902,1.05E-53,202,1.04E-53,202
STM2924,SL1344_2903,0,782,0,782
STM2925,SL1344_2904,0,726,0,726
STM2926,SL1344_2905,1.34E-139,489,1.33E-139,489
STM2927,SL1344_2906,3.18E-179,621,3.15E-179,621
STM2928,SL1344_2907,0,836,0,836
STM2929,SL1344_2908,2.13E-105,375,2.11E-105,375
STM2930,SL1344_2909,1.33E-161,563,1.32E-161,563
STM2931,SL1344_2910,3.85E-68,251,3.81E-68,251
STM2932,SL1344_2911,1.84E-84,305,1.83E-84,305
STM2933,SL1344_2912,4.22E-138,484,4.18E-138,484
STM2934,SL1344_2913,0,1121,0,1121
STM2935,SL1344_2914,0,739,0,739
STM2936,SL1344_2915,0,826,0,826
STM2937,SL1344_2916,4.97E-68,250,4.92E-68,250
STM2938,SL1344_2917,0,755,0,755
STM2939,SL1344_2918,3.94E-148,518,3.9E-148,518
STM2940,SL1344_2919,3.11E-163,568,3.08E-163,568
STM2941,SL1344_2920,0,783,0,783
STM2942,SL1344_2921,1.37E-125,443,1.35E-125,443
STM2943,SL1344_2922,0,1169,0,1169
STM2944,SL1344_2923,0,2144,0,2144
STM2945,SL1344_2924,0,766,0,766
STM2946,SL1344_2925,2.04E-170,592,2.04E-170,592
STM2947,SL1344_2926,0,1334,0,1334
STM2948,SL1344_2927,0,1122,0,1122
STM2949,SL1344_2928,9.88E-85,306,9.79E-85,306
STM2950,SL1344_2929,0,654,0,654
STM2951,SL1344_2930,1.58E-156,546,1.56E-156,546
STM2952,SL1344_2931,0,678,0,678
STM2953,SL1344_2932,0,1306,0,1306
STM2954,SL1344_2933,5.86E-170,591,5.8E-170,591
STM2955,SL1344_2936,1.97E-57,215,1.33E-57,215
STM2956,SL1344_2937,0,1738,0,1738
STM2957,SL1344_2938,0,1018,0,1018
STM2958,SL1344_2939,0,2102,0,2102
STM2959,SL1344_2940,0,850,0,850
STM2960,SL1344_2941,0,1081,0,1081
STM2961,SL1344_2942,0,1056,0,1056
STM2962,SL1344_2943,0,1079,0,1079
STM2963,SL1344_2944,8.24E-103,367,8.16E-103,367
STM2964,SL1344_2945,0,628,0,628
STM2965,SL1344_2946,9.29E-74,270,9.2E-74,270
STM2967,SL1344_2947,2.13E-123,435,2.1E-123,435
STM2968,SL1344_2948,0,693,0,693
STM2969,SL1344_2949,0,1076,0,1076
STM2970,SL1344_2950,0,689,0,689
STM2971,SL1344_2951,0,1087,0,1087
STM2972,SL1344_2952,0,661,0,661
STM2973,SL1344_2953,0,907,0,907
STM2974,SL1344_2954,3.61E-147,515,3.58E-147,515
STM2976,SL1344_2956,0,1419,0,1419
STM2977,SL1344_2957,0,1131,0,1131
STM2978,SL1344_2958,4.35E-92,331,4.31E-92,331
STM2979,SL1344_2959,4.38E-160,558,4.33E-160,558
STM2980,SL1344_2960,0,905,0,905
STM2981,SL1344_2961,3.63E-91,328,3.59E-91,328
STM2982,SL1344_2962,0,715,0,715
STM2983,SL1344_2963,4.93E-49,187,4.88E-49,187
STM2984,SL1344_2964,0,930,0,930
STM2985,SL1344_2965,4.98E-97,347,4.94E-97,347
STM2986,SL1344_2966,0,702,0,702
STM2987,SL1344_2967,0,631,0,631
STM2988,SL1344_2968,0,892,0,892
STM2991,SL1344_2969,0,923,0,923
STM2992,SL1344_2970,0,1029,0,1029
STM2993,SL1344_2971,0,1423,0,1423
STM2994,SL1344_2972,0,1728,0,1728
STM2995,SL1344_2973,0,2265,0,2265
STM2996,SL1344_2974,0,2635,0,2635
STM2997,SL1344_2975,2.97E-64,238,2.94E-64,238
STM2998,SL1344_2976,1.4E-88,269,1.39E-88,269
STM2999,SL1344_2977,3.57E-129,455,3.53E-129,455
STM3000,SL1344_2978,2.08E-97,349,2.06E-97,349
STM3001,SL1344_2979,0,662,0,662
STM3002,SL1344_2980,0,698,0,698
STM3003,SL1344_2981,0,1694,0,1694
STM3004,SL1344_2982,2.24E-124,439,2.21E-124,439
STM3005,SL1344_2983,8.72E-157,547,8.63E-157,547
STM3006,SL1344_2984,1.58E-147,516,1.56E-147,516
STM3007,SL1344_2985,6.28E-49,186,6.21E-49,186
STM3008,SL1344_2986,0,824,0,824
STM3009,SL1344_2987,0,548,0,548
STM3010,SL1344_2988,0,1699,0,1699
STM3011,SL1344_2989,0,783,0,783
STM3012,SL1344_2990,0,795,0,795
STM3013,SL1344_2991,0,1007,0,1007
STM3014,SL1344_2992,0,694,0,694
STM3015,SL1344_2993,7.63E-163,567,7.55E-163,567
STM3016,SL1344_2994,0,706,0,706
STM3017,SL1344_2995,1.13E-170,593,1.12E-170,593
STM3018,SL1344_2996,0,664,0,664
STM3019,SL1344_2997,0,903,0,903
STM3020,SL1344_2998,0,685,0,685
STM3021,SL1344_2999,3.75E-112,398,3.71E-112,398
STM3022,SL1344_3000,0,989,0,989
STM3023,SL1344_3001,1.81E-61,228,1.8E-61,228
STM3025,SL1344_3003,4E-174,604,3.64E-174,604
STM3026,SL1344_3005,0,841,0,841
STM3027,SL1344_3006,9.4E-173,600,9.31E-173,600
STM3028,SL1344_3007,0,1906,0,1905
STM3029,SL1344_3008,2.52E-173,602,2.5E-173,602
STM3030,SL1344_3009,5.22E-144,504,5.17E-144,504
STM3031,SL1344_3010,9.4E-130,456,9.31E-130,456
STM3032,SL1344_0885,6.61E-108,384,6.55E-108,384
STM3032,SL1344_1166,6.61E-108,384,7.52E-108,384
STM3032,SL1344_1746,6.61E-108,384,6.55E-108,384
STM3032,SL1344_1886,6.61E-108,384,7.52E-108,384
STM3032,SL1344_2434,6.61E-108,384,6.55E-108,384
STM3032,SL1344_3267,6.61E-108,384,6.55E-108,384
STM3032,SL1344_3446,6.61E-108,384,6.55E-108,384
STM3033,SL1344_3011,2.13E-92,332,2.11E-92,332
STM3034,SL1344_3012,1.18E-51,195,1.17E-51,195
STM3036,SL1344_3013,0,664,0,664
STM3038,SL1344_3014,1.32E-172,599,1.3E-172,599
STM3039,SL1344_3015,4.37E-128,451,4.33E-128,451
STM3040,SL1344_3016,0,1194,0,1194
STM3041,SL1344_3017,0,633,0,631
STM3042,SL1344_3018,0,1341,0,1341
STM3043,SL1344_3019,7.67E-155,540,7.1E-155,540
STM3044,SL1344_3020,0,702,0,702
STM3045,SL1344_3021,2.03E-123,435,2.01E-123,435
STM3046,SL1344_3022,1.89E-94,339,1.87E-94,339
STM3047,SL1344_3023,1.89E-58,218,1.87E-58,218
STM3048,SL1344_3024,0,766,0,766
STM3049,SL1344_3025,2.69E-151,528,2.66E-151,528
STM3050,SL1344_3026,4.17E-69,254,4.13E-69,254
STM3051,SL1344_3027,0,1163,0,1163
STM3052,SL1344_3028,0,728,0,728
STM3053,SL1344_3029,0,2248,0,2248
STM3054,SL1344_3030,3.39E-82,298,3.4E-82,298
STM3055,SL1344_3031,0,871,0,871
STM3056,SL1344_3032,0,954,0,954
STM3057,SL1344_3033,0,902,0,902
STM3058,SL1344_3034,0,902,0,902
STM3059,SL1344_3035,1.57E-110,393,1.54E-110,393
STM3060,SL1344_3036,7.32E-71,260,7.25E-71,260
STM3061,SL1344_3037,2.72E-110,392,2.27E-110,392
STM3062,SL1344_3038,0,940,0,940
STM3063,SL1344_3039,2.91E-156,545,2.88E-156,545
STM3064,SL1344_3040,0,763,0,763
STM3065,SL1344_3041,8.49E-162,447,8.41E-162,447
STM3066,SL1344_3042,1.12E-133,344,1.11E-133,344
STM3067,SL1344_3043,0,687,0,687
STM3068,SL1344_3044,0,866,0,866
STM3069,SL1344_3045,0,884,0,884
STM3070,SL1344_3046,0,839,0,839
STM3071,SL1344_3047,7.01E-94,337,6.94E-94,337
STM3072,SL1344_3048,1.03E-133,470,1.02E-133,470
STM3073,SL1344_3049,8.22E-156,544,8.14E-156,544
STM3074,SL1344_3050,5.25E-155,541,5.19E-155,541
STM3075,SL1344_3051,3.14E-145,508,3.11E-145,508
STM3076,SL1344_3052,0,1557,0,1557
STM3077,SL1344_3053,7.55E-178,617,7.48E-178,617
STM3078,SL1344_3054,0,721,0,721
STM3079,SL1344_3055,0,674,0,674
STM3080,SL1344_3056,3.96E-105,374,3.92E-105,374
STM3081,SL1344_3057,0,793,0,793
STM3082,SL1344_3058,0,728,0,728
STM3083,SL1344_3059,0,1172,0,1172
STM3084,SL1344_3060,1.2E-154,540,1.1E-154,540
STM3085,SL1344_3061,1.26E-160,560,1.26E-160,560
STM3086,SL1344_3062,0,1013,0,1013
STM3087,SL1344_3063,2.76E-25,106,2.73E-25,106
STM3089,SL1344_3064,3.09E-66,244,3.06E-66,244
STM3090,SL1344_3065,0,935,0,935
STM3091,SL1344_3066,0,1103,0,1103
STM3092,SL1344_3067,5.36E-116,411,5.31E-116,411
STM3093,SL1344_3068,2.93E-155,542,2.9E-155,542
STM3094,SL1344_3069,7.24E-169,587,7.17E-169,587
STM3095,SL1344_3070,0,756,0,756
STM3096,SL1344_3071,1.89E-129,456,1.87E-129,456
STM3097,SL1344_3072,3.9E-95,341,3.86E-95,341
STM3098,SL1344_3073,2.1E-143,499,2.08E-143,499
STM3099,SL1344_3074,0,785,0,785
STM3100,SL1344_3075,5.08E-162,564,5.03E-162,564
STM3101,SL1344_3076,7.34E-126,444,7.27E-126,444
STM3102,SL1344_3077,5.31E-65,240,5.26E-65,240
STM3103,SL1344_3078,3.52E-132,465,3.48E-132,465
STM3104,SL1344_3079,0,899,0,899
STM3105,SL1344_3080,0,797,0,797
STM3106,SL1344_3081,0,775,0,775
STM3107,SL1344_3082,3E-171,595,2.97E-171,595
STM3108,SL1344_3083,9.29E-74,270,9.2E-74,270
STM3109,SL1344_3084,2.99E-167,582,2.96E-167,582
STM3110,SL1344_3085,0,866,0,866
STM3111,SL1344_3086,6.58E-61,226,6.52E-61,226
STM3112,SL1344_3087,0,862,0,862
STM3113,SL1344_3088,0,964,0,964
STM3114,SL1344_3089,0,1718,0,1718
STM3115,SL1344_3090,1.55E-155,543,1.54E-155,543
STM3117,SL1344_3091,5.25E-98,351,5.2E-98,351
STM3118,SL1344_3092,0,1081,0,1081
STM3119,SL1344_3093,1.09E-123,436,1.08E-123,436
STM3120,SL1344_3094,0,681,0,681
STM3121,SL1344_3095,1.45E-175,610,1.16E-175,610
STM3122,SL1344_3096,0,1409,0,1409
STM3123,SL1344_3097,0,975,0,975
STM3124,SL1344_3098,2.59E-158,552,2.57E-158,552
STM3125,SL1344_3099,3.81E-130,458,3.77E-130,458
STM3126,SL1344_3100,0,1061,0,1061
STM3127,SL1344_3101,3.41E-87,314,3.38E-87,314
STM3128,SL1344_3102,0,1012,0,1012
STM3129,SL1344_3103,0,1163,0,1163
STM3130,SL1344_3104,1.59E-85,309,1.58E-85,309
STM3131,SL1344_3105,5.19E-108,384,5.14E-108,384
STM3132,SL1344_3106,0,776,0,776
STM3133,SL1344_3107,0,684,0,684
STM3134,SL1344_3108,0,1041,0,1041
STM3135,SL1344_3109,0,958,0,958
STM3136,SL1344_3110,0,796,0,796
STM3137,SL1344_3111,0,1151,0,1151
STM3138,SL1344_3112,0,845,0,845
STM3139,SL1344_3113,0,1525,0,1525
STM3140,SL1344_3114,0,681,0,681
STM3141,SL1344_3115,9.68E-162,563,9.59E-162,563
STM3142,SL1344_3116,0,781,0,781
STM3143,SL1344_3117,1.32E-55,209,1.31E-55,209
STM3144,SL1344_3118,9.8E-78,283,9.71E-78,283
STM3145,SL1344_3119,4.16E-109,388,4.12E-109,388
STM3146,SL1344_3120,1.63E-105,376,1.61E-105,376
STM3147,SL1344_3121,0,1376,0,1376
STM3148,SL1344_3122,0,918,0,918
STM3149,SL1344_3123,0,816,0,816
STM3150,SL1344_3124,0,902,0,902
STM3151,SL1344_3125,7.18E-65,240,7.11E-65,240
STM3152,SL1344_3126,0,967,0,967
STM3153,SL1344_3127,4.19E-113,401,4.15E-113,401
STM3154,SL1344_3128,6.08E-113,401,6.02E-113,401
STM3155,SL1344_3129,6.67E-90,324,6.6E-90,324
STM3156,SL1344_3130,2.35E-93,335,2.33E-93,335
STM3157,SL1344_3131,0,714,0,714
STM3158,SL1344_3132,5.52E-99,354,5.47E-99,354
STM3159,SL1344_3133,3.85E-158,551,3.85E-158,551
STM3160,SL1344_3134,1.39E-28,117,1.37E-28,117
STM3161,SL1344_3135,0,932,0,932
STM3162,SL1344_3136,9.58E-151,527,9.49E-151,527
STM3163,SL1344_3137,0,716,0,716
STM3164,SL1344_3138,0,917,0,917
STM3165,SL1344_3139,0,631,0,631
STM3166,SL1344_3140,0,986,0,986
STM3167,SL1344_3141,1.58E-106,379,1.57E-106,379
STM3168,SL1344_3142,0,1785,0,1785
STM3169,SL1344_3143,0,761,0,761
STM3170,SL1344_3144,2.73E-112,398,2.7E-112,398
STM3171,SL1344_3145,0,907,0,907
STM3172,SL1344_3146,0,1014,0,1014
STM3173,SL1344_3147,1.18E-171,596,1.16E-171,596
STM3174,SL1344_3148,0,1766,0,1766
STM3175,SL1344_3149,0,689,0,689
STM3176,SL1344_3150,6.33E-86,310,6.27E-86,310
STM3177,SL1344_3151,1.67E-137,483,1.66E-137,483
STM3178,SL1344_3152,0,1025,0,1025
STM3179,SL1344_3153,1.97E-137,482,1.95E-137,482
STM3180,SL1344_3154,5.37E-72,264,5.32E-72,264
STM3181,SL1344_3155,0,1465,0,1465
STM3182,SL1344_3156,1.69E-123,436,1.67E-123,436
STM3183,SL1344_3157,0,690,0,690
STM3184,SL1344_3158,3.14E-96,345,3.11E-96,345
STM3185,SL1344_3159,6.12E-150,524,6.06E-150,524
STM3186,SL1344_3160,0,1219,0,1219
STM3187,SL1344_3161,1.79E-134,428,1.77E-134,428
STM3188,SL1344_3162,0,957,0,957
STM3189,SL1344_3163,0,702,0,702
STM3190,SL1344_3164,0,645,0,645
STM3193,SL1344_3166,2E-155,542,1.98E-155,542
STM3194,SL1344_3167,9.14E-162,563,9.05E-162,563
STM3195,SL1344_3168,6.37E-146,511,6.31E-146,511
STM3196,SL1344_3169,5.18E-65,241,3.88E-65,241
STM3197,SL1344_3170,2.61E-47,181,2.59E-47,181
STM3198,SL1344_3171,4.02E-129,455,3.98E-129,455
STM3199,SL1344_3172,0,590,0,590
STM3200,SL1344_3173,0,1101,0,1101
STM3201,SL1344_3174,0,2186,0,2186
STM3202,SL1344_3175,0,687,0,694
STM3203,SL1344_3176,4.66E-127,448,4.62E-127,448
STM3204,SL1344_3177,0,970,0,970
STM3205,SL1344_3178,0,630,0,630
STM3206,SL1344_3179,3.81E-81,294,3.78E-81,294
STM3207,SL1344_3180,1.66E-138,486,1.64E-138,486
STM3208,SL1344_3182,0,575,0,575
STM3209,SL1344_3183,6.44E-46,176,6.37E-46,176
STM3210,SL1344_3184,0,1312,0,1312
STM3211,SL1344_3185,0,973,0,973
STM3212,SL1344_3186,5.94E-117,414,5.88E-117,414
STM3214,SL1344_3187,2.33E-179,622,2.3E-179,622
STM3215,SL1344_3188,2.2E-126,348,2.18E-126,348
STM3216,SL1344_3189,0,1292,0,1292
STM3217,SL1344_3190,0,1133,0,1133
STM3218,SL1344_3191,0,1009,0,1009
STM3219,SL1344_3192,0,1072,0,1072
STM3220,SL1344_3193,0,880,0,880
STM3221,SL1344_3194,1.2E-81,297,7.71E-82,297
STM3222,SL1344_3195,1.77E-157,549,1.75E-157,549
STM3223,SL1344_3196,0,788,0,788
STM3224,SL1344_3197,0,778,0,778
STM3225,SL1344_3198,0,933,0,933
STM3226,SL1344_3199,1.97E-151,529,1.95E-151,529
STM3227,SL1344_3200,4.18E-85,308,4.14E-85,308
STM3228,SL1344_3201,6.81E-72,264,6.74E-72,264
STM3230,SL1344_3202,1.31E-90,326,1.29E-90,326
STM3231,SL1344_3203,3.34E-67,248,3.31E-67,248
STM3232,SL1344_3204,4.47E-110,391,4.42E-110,391
STM3233,SL1344_3205,0,822,0,822
STM3234,SL1344_3206,2.24E-78,285,2.22E-78,285
STM3235,SL1344_3207,0,714,0,714
STM3236,SL1344_3208,1.54E-155,543,1.52E-155,543
STM3237,SL1344_3209,2.42E-29,120,1.32E-29,120
STM3238,SL1344_3210,0,712,0,712
STM3239,SL1344_3211,0,1095,0,1095
STM3240,SL1344_3212,0,1008,0,1008
STM3241,SL1344_3213,0,1743,0,1743
STM3242,SL1344_3214,0,928,0,928
STM3243,SL1344_3215,0,1040,0,1040
STM3244,SL1344_3216,0,658,0,658
STM3245,SL1344_3217,0,723,0,723
STM3247,SL1344_3220,0,573,0,573
STM3248,SL1344_3221,0,692,0,692
STM3249,SL1344_3222,7.11E-165,574,1.45E-166,579
STM3250,SL1344_3223,0,1215,0,1215
STM3251,SL1344_3224,0,806,0,806
STM3252,SL1344_3225,0,643,0,643
STM3253,SL1344_3226,0,712,0,712
STM3254,SL1344_3227,0,733,0,733
STM3255,SL1344_3228,0,1137,0,1137
STM3256,SL1344_3229,0,655,0,655
STM3257,SL1344_3230,0,1020,0,1020
STM3258,SL1344_3231,1.89E-104,372,1.87E-104,372
STM3259,SL1344_3232,1.31E-64,239,1.3E-64,239
STM3260,SL1344_3233,0,1168,0,1168
STM3261,SL1344_3234,0,832,0,832
STM3262,SL1344_3235,7.14E-177,614,7.07E-177,614
STM3263,SL1344_3236,6.41E-174,556,6.35E-174,556
STM3264,SL1344_3237,0,1122,0,1122
STM3265,SL1344_3238,2.86E-88,318,2.83E-88,318
STM3266,SL1344_3239,4.1E-130,458,4.06E-130,458
STM3267,SL1344_3240,5.03E-121,428,4.98E-121,428
STM3268,SL1344_3241,9.74E-155,540,9.65E-155,540
STM3269,SL1344_3242,1.25E-113,403,1.24E-113,403
STM3270,SL1344_3243,1.03E-105,376,1.02E-105,376
STM3271,SL1344_3244,6.48E-70,257,6.42E-70,257
STM3272,SL1344_3245,1.2E-113,403,1.19E-113,403
STM3273,SL1344_3246,4.52E-113,401,4.48E-113,401
STM3274,SL1344_3247,0,743,0,743
STM3275,SL1344_3248,0,734,0,734
STM3276,SL1344_3249,0,799,0,799
STM3277,SL1344_3250,4.44E-172,598,4.4E-172,598
STM3278,SL1344_3251,7.91E-124,437,7.83E-124,437
STM3279,SL1344_3252,0,827,0,827
STM3280,SL1344_3253,0,1013,0,1013
STM3281,SL1344_3254,0,698,0,698
STM3282,SL1344_3255,0,1552,0,1552
STM3283,SL1344_3256,6.34E-57,213,6.28E-57,213
STM3284,SL1344_3257,0,713,0,713
STM3285,SL1344_3258,3.16E-93,335,3.13E-93,335
STM3286,SL1344_3259,0,1453,0,1453
STM3287,SL1344_3260,0,1144,0,1144
STM3288,SL1344_3261,4.02E-91,328,3.98E-91,328
STM3290,SL1344_3262,0,1070,0,1070
STM3291,SL1344_3263,0,848,0,848
STM3293,SL1344_3264,1.2E-68,253,1.18E-68,253
STM3294,SL1344_3265,0,920,0,920
STM3295,SL1344_3266,0,692,0,692
STM3296,SL1344_3268,0,1151,0,1151
STM3297,SL1344_3269,3.76E-144,505,3.72E-144,505
STM3298,SL1344_3270,1.78E-65,242,1.48E-65,242
STM3299,SL1344_3271,2.91E-101,362,2.88E-101,362
STM3300,SL1344_3272,0,1119,0,1119
STM3301,SL1344_3273,0,767,0,767
STM3303,SL1344_3275,6.88E-55,206,6.81E-55,206
STM3304,SL1344_3276,9.98E-68,249,9.89E-68,249
STM3305,SL1344_3277,0,736,0,736
STM3306,SL1344_3278,4.46E-63,234,4.42E-63,234
STM3307,SL1344_3279,0,1020,0,1020
STM3308,SL1344_3280,1.49E-65,242,1.47E-65,242
STM3309,SL1344_3281,3.56E-68,251,3.52E-68,251
STM3310,SL1344_3282,1.16E-145,510,1.15E-145,510
STM3311,SL1344_3283,2.17E-131,462,2.15E-131,462
STM3312,SL1344_3284,2.58E-176,612,2.55E-176,612
STM3313,SL1344_3285,0,658,0,658
STM3314,SL1344_3286,0,723,0,723
STM3315,SL1344_3287,0,812,0,812
STM3316,SL1344_3288,6.3E-124,437,6.24E-124,437
STM3317,SL1344_3289,1.42E-133,469,1.41E-133,469
STM3318,SL1344_3290,1.71E-124,439,1.69E-124,439
STM3319,SL1344_3291,3.54E-161,561,3.5E-161,561
STM3320,SL1344_3292,0,944,0,944
STM3321,SL1344_3293,4.75E-60,224,4.7E-60,224
STM3322,SL1344_3294,1.6E-105,376,1.59E-105,376
STM3323,SL1344_3295,0,677,0,677
STM3324,SL1344_3296,2.92E-59,221,2.89E-59,221
