gene_name,type,new_locus,old_locus
ssaD, protein_coding, STM14_RS07830, STM14_1690
ssaE, protein_coding, STM14_RS07835, STM14_1691
sseA, protein_coding, STM14_RS07840, STM14_1693
sseB, protein_coding, STM14_RS07845, STM14_1694
sscA, protein_coding, STM14_RS07850, STM14_1695
sseC, protein_coding, STM14_RS07855, STM14_1696
sseD, protein_coding, STM14_RS07860, STM14_1697
sseE, protein_coding, STM14_RS07865, STM14_1698
sscB, protein_coding, STM14_RS07870, STM14_1699
sseF, protein_coding, STM14_RS07875, STM14_1700
sseG, protein_coding, STM14_RS07880, STM14_1701
ssaG, protein_coding, STM14_RS07885, STM14_1702
STM14_RS07890, protein_coding, STM14_RS07890, STM14_1703
ssaI, protein_coding, STM14_RS07895, STM14_1704
ssaJ, protein_coding, STM14_RS07900, STM14_1705
STM14_RS07905, protein_coding, STM14_RS07905, STM14_1706
ssaK, protein_coding, STM14_RS07910, STM14_1707
ssaL, protein_coding, STM14_RS07915, STM14_1708
ssaM, protein_coding, STM14_RS07920, STM14_1709
ssaV, protein_coding, STM14_RS07925, STM14_1710
ssaN, protein_coding, STM14_RS07930, STM14_1711
ssaO, protein_coding, STM14_RS07935, STM14_1712
ssaP, protein_coding, STM14_RS07940, STM14_1713
ssaQ, protein_coding, STM14_RS07945, STM14_1714
ssaR, protein_coding, STM14_RS07950, STM14_1715
ssas, protein_coding, STM14_RS07955, STM14_1716
ssaT, protein_coding, STM14_RS07960, STM14_1717
ssaU, protein_coding, STM14_RS07965, STM14_1718
STM14_RS07970, tRNA, STM14_RS07970, STM14_1720
STM14_RS07975, tRNA, STM14_RS07975, STM14_1721
mdtK, protein_coding, STM14_RS07980, STM14_1722
STM14_RS07985, protein_coding, STM14_RS07985, STM14_1723
cfa, protein_coding, STM14_RS07990, STM14_1724
punC, protein_coding, STM14_RS07995, STM14_1725
punR, protein_coding, STM14_RS08000, STM14_1726
purR, protein_coding, STM14_RS08005, STM14_1727
STM14_RS26335, protein_coding, STM14_RS26335,
sodB, protein_coding, STM14_RS08010, STM14_1729
STM14_RS08015, protein_coding, STM14_RS08015, STM14_1730
grxD, protein_coding, STM14_RS08020, STM14_1731
rnt, protein_coding, STM14_RS08025, STM14_1732
gloA, protein_coding, STM14_RS08030, STM14_1733
STM14_RS08035, protein_coding, STM14_RS08035, STM14_1734
STM14_RS08040, protein_coding, STM14_RS08040, STM14_1735
STM14_RS08045, protein_coding, STM14_RS08045, STM14_1736
STM14_RS08050, protein_coding, STM14_RS08050, STM14_1737
sodC2, protein_coding, STM14_RS08055, STM14_1738
STM14_RS08060, protein_coding, STM14_RS08060, STM14_1739
STM14_RS08065, protein_coding, STM14_RS08065, STM14_1740
STM14_RS08070, protein_coding, STM14_RS08070, STM14_1741
slyA, protein_coding, STM14_RS08075, STM14_1742
slyB, protein_coding, STM14_RS08080, STM14_1743
anmK, protein_coding, STM14_RS08085, STM14_1744
mliC, protein_coding, STM14_RS08090, STM14_1745
pdxH, protein_coding, STM14_RS08095, STM14_1746
tyrS, protein_coding, STM14_RS08100, STM14_1747
pdxY, protein_coding, STM14_RS08105, STM14_1748
gstA, protein_coding, STM14_RS08110, STM14_1749
dtpA, protein_coding, STM14_RS08115, STM14_1750
nth, protein_coding, STM14_RS08120, STM14_1752
STM14_RS08125, protein_coding, STM14_RS08125, STM14_1753
rsxG, protein_coding, STM14_RS08130, STM14_1754
rsxD, protein_coding, STM14_RS08135, STM14_1755
rsxC, protein_coding, STM14_RS08140, STM14_1756
rsxB, protein_coding, STM14_RS08145, STM14_1757
rsxA, protein_coding, STM14_RS08150, STM14_1758
STM14_RS08155, protein_coding, STM14_RS08155, STM14_1759
ydgT, protein_coding, STM14_RS08160, STM14_1760
blr, protein_coding, STM14_RS08165, STM14_1761
STM14_RS08170, protein_coding, STM14_RS08170, STM14_1762
add, protein_coding, STM14_RS08175, STM14_1763
STM14_RS26340, pseudogene, STM14_RS26340, STM14_1765
STM14_RS08180, pseudogene, STM14_RS08180, STM14_1766
STM14_RS08185, protein_coding, STM14_RS08185, STM14_1768
manA, protein_coding, STM14_RS08190, STM14_1769
fumB, protein_coding, STM14_RS08195, STM14_1770
fumC, protein_coding, STM14_RS08200, STM14_1772
tus, protein_coding, STM14_RS08205, STM14_1773
rstB, protein_coding, STM14_RS08210, STM14_1774
STM14_RS08215, protein_coding, STM14_RS08215, STM14_1775
ompC, protein_coding, STM14_RS08220, STM14_1777
rstA, protein_coding, STM14_RS08230, STM14_1779
STM14_RS08235, protein_coding, STM14_RS08235, STM14_1780
STM14_RS08240, protein_coding, STM14_RS08240, STM14_1781
ydgH, protein_coding, STM14_RS08245, STM14_1785
STM14_RS26750, pseudogene, STM14_RS26750,
pntA, protein_coding, STM14_RS08250, STM14_1787
pntB, protein_coding, STM14_RS08255, STM14_1788
STM14_RS08260, protein_coding, STM14_RS08260, STM14_1789
mdtJ, protein_coding, STM14_RS08265, STM14_1791
mdtI, protein_coding, STM14_RS08270, STM14_1792
STM14_RS08275, protein_coding, STM14_RS08275, STM14_1793
asr, protein_coding, STM14_RS08280, STM14_1795
STM14_RS26755, protein_coding, STM14_RS26755,
STM14_RS08285, protein_coding, STM14_RS08285, STM14_1797
STM14_RS08290, protein_coding, STM14_RS08290, STM14_1798
STM14_RS08295, protein_coding, STM14_RS08295, STM14_1799
bioD, protein_coding, STM14_RS08300, STM14_1800
clcB, protein_coding, STM14_RS08305, STM14_1801
osmV, protein_coding, STM14_RS08310, STM14_1802
osmW, protein_coding, STM14_RS08315, STM14_1803
osmX, protein_coding, STM14_RS08320, STM14_1804
osmY, protein_coding, STM14_RS08325, STM14_1805
dmsD, protein_coding, STM14_RS08330, STM14_1806
STM14_RS08335, protein_coding, STM14_RS08335, STM14_1807
dmsB, protein_coding, STM14_RS08340, STM14_1808
STM14_RS08345, protein_coding, STM14_RS08345, STM14_1809
STM14_RS08350, protein_coding, STM14_RS08350, STM14_1811
STM14_RS08355, protein_coding, STM14_RS08355, STM14_1812
STM14_RS08360, protein_coding, STM14_RS08360, STM14_1813
speG, protein_coding, STM14_RS08365, STM14_1814
STM14_RS08370, protein_coding, STM14_RS08370, STM14_1815
STM14_RS08375, protein_coding, STM14_RS08375, STM14_1817
rspA, protein_coding, STM14_RS08380, STM14_1818
STM14_RS08385, protein_coding, STM14_RS08385, STM14_1819
STM14_RS08390, pseudogene, STM14_RS08390, STM14_1820
STM14_RS08395, protein_coding, STM14_RS08395, STM14_1822
ydfZ, protein_coding, STM14_RS08400, STM14_1823
STM14_RS08405, protein_coding, STM14_RS08405, STM14_1824
ydfG, protein_coding, STM14_RS08410, STM14_1825
dcp, protein_coding, STM14_RS08415, STM14_1826
STM14_RS08420, protein_coding, STM14_RS08420, STM14_1829
STM14_RS08425, protein_coding, STM14_RS08425, STM14_1830
STM14_RS08430, protein_coding, STM14_RS08430, STM14_1832
mgtS, protein_coding, STM14_RS26350,
ydeE, protein_coding, STM14_RS08440, STM14_1834
eamA, protein_coding, STM14_RS08445, STM14_1835
marB, protein_coding, STM14_RS08450, STM14_1836
marA, protein_coding, STM14_RS08455, STM14_1837
marR, protein_coding, STM14_RS08460, STM14_1838
STM14_RS08465, protein_coding, STM14_RS08465, STM14_1839
STM14_RS08470, protein_coding, STM14_RS08470, STM14_1840
STM14_RS08475, protein_coding, STM14_RS08475, STM14_1841
sad, protein_coding, STM14_RS08480, STM14_1842
glsB, protein_coding, STM14_RS08485, STM14_1843
STM14_RS08490, protein_coding, STM14_RS08490, STM14_1844
STM14_RS08495, protein_coding, STM14_RS08495, STM14_1845
STM14_RS08500, protein_coding, STM14_RS08500, STM14_1846
ompC, protein_coding, STM14_RS08505, STM14_1848
hypA, protein_coding, STM14_RS08510, STM14_1849
STM14_RS08515, protein_coding, STM14_RS08515, STM14_1850
STM14_RS08520, protein_coding, STM14_RS08520, STM14_1851
STM14_RS08525, protein_coding, STM14_RS08525, STM14_1852
hypC, protein_coding, STM14_RS08530, STM14_1853
hybD, protein_coding, STM14_RS08535, STM14_1854
cybH, protein_coding, STM14_RS08540, STM14_1855
STM14_RS08545, protein_coding, STM14_RS08545, STM14_1856
STM14_RS08550, protein_coding, STM14_RS08550, STM14_1857
STM14_RS08555, protein_coding, STM14_RS08555, STM14_1859
STM14_RS08560, protein_coding, STM14_RS08560, STM14_1860
STM14_RS08565, protein_coding, STM14_RS08565, STM14_1861
STM14_RS08570, protein_coding, STM14_RS08570, STM14_1862
STM14_RS08575, protein_coding, STM14_RS08575, STM14_1863
STM14_RS08580, protein_coding, STM14_RS08580, STM14_1864
STM14_RS08585, protein_coding, STM14_RS08585, STM14_1865
STM14_RS08590, protein_coding, STM14_RS08590, STM14_1866
STM14_RS08595, protein_coding, STM14_RS08595, STM14_1868
STM14_RS08600, protein_coding, STM14_RS08600, STM14_1869
STM14_RS08605, protein_coding, STM14_RS08605, STM14_1870
STM14_RS08610, protein_coding, STM14_RS08610, STM14_1871
STM14_RS08615, protein_coding, STM14_RS08615, STM14_1872
STM14_RS08620, protein_coding, STM14_RS08620, STM14_1873
STM14_RS08625, protein_coding, STM14_RS08625, STM14_1874
STM14_RS26005, pseudogene, STM14_RS26005, STM14_1875
STM14_RS08640, protein_coding, STM14_RS08640, STM14_1877
STM14_RS08645, protein_coding, STM14_RS08645, STM14_1878
nhaC, protein_coding, STM14_RS08650, STM14_1879
STM14_RS08655, protein_coding, STM14_RS08655, STM14_1880
glgX, protein_coding, STM14_RS08660, STM14_1881
treY, protein_coding, STM14_RS08665, STM14_1882
treZ, protein_coding, STM14_RS08670, STM14_1883
STM14_RS08675, protein_coding, STM14_RS08675, STM14_1884
hdeB, protein_coding, STM14_RS08680, STM14_1885
STM14_RS08685, protein_coding, STM14_RS08685, STM14_1886
bdm, protein_coding, STM14_RS08690, STM14_1887
sra, protein_coding, STM14_RS08695, STM14_1888
STM14_RS08700, protein_coding, STM14_RS08700, STM14_1889
adhP, protein_coding, STM14_RS08705, STM14_1891
fdnI, protein_coding, STM14_RS08710, STM14_1892
fdxH, protein_coding, STM14_RS08715, STM14_1893
fdnG, protein_coding, STM14_RS08720, STM14_1894
yddG, protein_coding, STM14_RS08730, STM14_1896
ompD, protein_coding, STM14_RS08735, STM14_1898
STM14_RS08740, protein_coding, STM14_RS08740, STM14_1899
smvA, protein_coding, STM14_RS08745, STM14_1900
STM14_RS08750, protein_coding, STM14_RS08750, STM14_1901
STM14_RS08755, protein_coding, STM14_RS08755, STM14_1903
STM14_RS08760, protein_coding, STM14_RS08760, STM14_1905
narH, protein_coding, STM14_RS08765, STM14_1906
narW, protein_coding, STM14_RS08770, STM14_1907
narI, protein_coding, STM14_RS08775, STM14_1908
STM14_RS08780, protein_coding, STM14_RS08780, STM14_1909
nhoA, protein_coding, STM14_RS08785, STM14_1910
steA, protein_coding, STM14_RS08790, STM14_1912
ansP, protein_coding, STM14_RS08795, STM14_1916
STM14_RS08800, protein_coding, STM14_RS08800, STM14_1917
STM14_RS08805, protein_coding, STM14_RS08805, STM14_1918
STM14_RS08810, protein_coding, STM14_RS08810, STM14_1920
mcbR, protein_coding, STM14_RS08815, STM14_1921
STM14_RS08820, protein_coding, STM14_RS08820, STM14_1924
mddA, protein_coding, STM14_RS08825, STM14_1925
STM14_RS08830, protein_coding, STM14_RS08830, STM14_1926
STM14_RS08835, protein_coding, STM14_RS08835, STM14_1927
srfA, protein_coding, STM14_RS08840, STM14_1928
STM14_RS08845, protein_coding, STM14_RS08845, STM14_1929
srfC, protein_coding, STM14_RS08850, STM14_1930
STM14_RS08855, protein_coding, STM14_RS08855, STM14_1931
yncL, protein_coding, STM14_RS24195, STM14_1932
patD, protein_coding, STM14_RS08860, STM14_1934
ycdR, protein_coding, STM14_RS08865, STM14_1935
STM14_RS08870, protein_coding, STM14_RS08870, STM14_1936
STM14_RS08875, protein_coding, STM14_RS08875, STM14_1937
STM14_RS08880, protein_coding, STM14_RS08880, STM14_1938
sifB, protein_coding, STM14_RS08885, STM14_1940
STM14_RS08890, protein_coding, STM14_RS08890, STM14_1941
STM14_RS08895, protein_coding, STM14_RS08895, STM14_1942
STM14_RS08900, protein_coding, STM14_RS08900, STM14_1943
STM14_RS08905, protein_coding, STM14_RS08905, STM14_1944
STM14_RS08910, protein_coding, STM14_RS08910, STM14_1945
tehB, protein_coding, STM14_RS08915, STM14_1946
tehA, protein_coding, STM14_RS08920, STM14_1947
ydcK, protein_coding, STM14_RS08925, STM14_1948
rimL, protein_coding, STM14_RS08930, STM14_1949
STM14_RS08935, protein_coding, STM14_RS08935, STM14_1951
sgcB, protein_coding, STM14_RS08940, STM14_1952
sgcC, protein_coding, STM14_RS08945, STM14_1953
sgcQ, protein_coding, STM14_RS08950, STM14_1954
sgcA, protein_coding, STM14_RS08955, STM14_1955
STM14_RS08960, protein_coding, STM14_RS08960, STM14_1956
STM14_RS08965, protein_coding, STM14_RS08965, STM14_1957
aac(6), protein_coding, STM14_RS08970, STM14_1958
STM14_RS08975, protein_coding, STM14_RS08975, STM14_1959
STM14_RS08980, protein_coding, STM14_RS08980, STM14_1960
STM14_RS08985, protein_coding, STM14_RS08985, STM14_1962
STM14_RS08990, protein_coding, STM14_RS08990, STM14_1963
STM14_RS08995, protein_coding, STM14_RS08995, STM14_1964
STM14_RS09000, protein_coding, STM14_RS09000, STM14_1965
STM14_RS09005, protein_coding, STM14_RS09005, STM14_1966
STM14_RS09010, protein_coding, STM14_RS09010, STM14_1968
STM14_RS09015, protein_coding, STM14_RS09015, STM14_1969
steB, protein_coding, STM14_RS26010, STM14_1970
STM14_RS09020, protein_coding, STM14_RS09020, STM14_1971
sseJ, protein_coding, STM14_RS09025, STM14_1974
STM14_RS09030, protein_coding, STM14_RS09030, STM14_1975
STM14_RS09035, protein_coding, STM14_RS09035, STM14_1977
STM14_RS09040, protein_coding, STM14_RS09040, STM14_1978
STM14_RS09045, protein_coding, STM14_RS09045, STM14_1979
STM14_RS09050, protein_coding, STM14_RS09050, STM14_1980
STM14_RS09055, protein_coding, STM14_RS09055, STM14_1981
STM14_RS09060, protein_coding, STM14_RS09060, STM14_1982
cybB, protein_coding, STM14_RS09065, STM14_1983
STM14_RS09070, protein_coding, STM14_RS09070, STM14_1984
hrpA, protein_coding, STM14_RS09075, STM14_1985
azoR, protein_coding, STM14_RS09080, STM14_1986
STM14_RS09085, protein_coding, STM14_RS09085, STM14_1987
STM14_RS09090, protein_coding, STM14_RS09090, STM14_1988
STM14_RS09095, protein_coding, STM14_RS09095, STM14_1989
STM14_RS09100, protein_coding, STM14_RS09100, STM14_1990
ldhA, protein_coding, STM14_RS09105, STM14_1991
hslJ, protein_coding, STM14_RS09110, STM14_1992
STM14_RS09115, protein_coding, STM14_RS09115, STM14_1993
STM14_RS26015, protein_coding, STM14_RS26015, STM14_1994
nifJ, protein_coding, STM14_RS09125, STM14_1995
uspF, protein_coding, STM14_RS09135, STM14_1997
STM14_RS09140, protein_coding, STM14_RS09140, STM14_1998
STM14_RS09150, pseudogene, STM14_RS09150, STM14_1999
ttcA, protein_coding, STM14_RS09155, STM14_2000
dbpA, protein_coding, STM14_RS09160, STM14_2001
STM14_RS26925, protein_coding, STM14_RS26925,
zntB, protein_coding, STM14_RS09165, STM14_2002
STM14_RS09170, protein_coding, STM14_RS09170, STM14_2003
smrA, protein_coding, STM14_RS09175, STM14_2005
ogt, protein_coding, STM14_RS09180, STM14_2006
fnr, protein_coding, STM14_RS09185, STM14_2007
uspE, protein_coding, STM14_RS09190, STM14_2008
STM14_RS09195, protein_coding, STM14_RS09195, STM14_2009
STM14_RS09200, protein_coding, STM14_RS09200, STM14_2010
STM14_RS09205, protein_coding, STM14_RS09205, STM14_2011
STM14_RS09210, protein_coding, STM14_RS09210, STM14_2012
STM14_RS09215, pseudogene, STM14_RS09215, STM14_2013
STM14_RS09220, protein_coding, STM14_RS09220, STM14_2014
zirS, protein_coding, STM14_RS09225, STM14_2015
zirT, protein_coding, STM14_RS09230, STM14_2016
zirU, protein_coding, STM14_RS09235, STM14_2017
STM14_RS09240, pseudogene, STM14_RS09240, STM14_2018
STM14_RS09245, protein_coding, STM14_RS09245, STM14_2019
STM14_RS09250, protein_coding, STM14_RS09250, STM14_2020
STM14_RS09255, protein_coding, STM14_RS09255, STM14_2021
bdcA, protein_coding, STM14_RS09260, STM14_2022
STM14_RS09265, protein_coding, STM14_RS09265, STM14_2023
STM14_RS09270, protein_coding, STM14_RS09270, STM14_2025
STM14_RS09275, protein_coding, STM14_RS09275, STM14_2026
STM14_RS09280, protein_coding, STM14_RS09280, STM14_2027
mpaA, protein_coding, STM14_RS09285, STM14_2028
ycjG, protein_coding, STM14_RS09290, STM14_2029
tpx, protein_coding, STM14_RS09295, STM14_2030
tnpA, protein_coding, STM14_RS09300, STM14_2032
tyrR, protein_coding, STM14_RS09305, STM14_2033
STM14_RS09310, protein_coding, STM14_RS09310, STM14_2034
STM14_RS09315, protein_coding, STM14_RS09315, STM14_2035
pspE, protein_coding, STM14_RS09320, STM14_2036
pspD, protein_coding, STM14_RS09325, STM14_2037
pspC, protein_coding, STM14_RS09330, STM14_2038
pspB, protein_coding, STM14_RS09335, STM14_2039
pspA, protein_coding, STM14_RS09340, STM14_2040
pspF, protein_coding, STM14_RS09345, STM14_2041
sapA, protein_coding, STM14_RS09350, STM14_2042
sapB, protein_coding, STM14_RS09355, STM14_2043
sapC, protein_coding, STM14_RS09360, STM14_2044
sapD, protein_coding, STM14_RS09365, STM14_2045
sapF, protein_coding, STM14_RS09370, STM14_2046
STM14_RS09375, protein_coding, STM14_RS09375, STM14_2047
steC, protein_coding, STM14_RS09380, STM14_2050
STM14_RS09385, protein_coding, STM14_RS09385, STM14_2051
STM14_RS09390, protein_coding, STM14_RS09390, STM14_2052
fabI, protein_coding, STM14_RS09395, STM14_2053
STM14_RS09400, pseudogene, STM14_RS09400, STM14_2055
STM14_RS09405, protein_coding, STM14_RS09405, STM14_2056
pdeR, protein_coding, STM14_RS09410, STM14_2058
STM14_RS09415, protein_coding, STM14_RS09415, STM14_2059
STM14_RS09420, protein_coding, STM14_RS09420, STM14_2060
osmB, protein_coding, STM14_RS09425, STM14_2062
yciH, protein_coding, STM14_RS09430, STM14_2063
pyrF, protein_coding, STM14_RS09435, STM14_2064
lapB, protein_coding, STM14_RS09440, STM14_2066
STM14_RS09445, protein_coding, STM14_RS09445, STM14_2067
pgpB, protein_coding, STM14_RS09450, STM14_2068
ribA, protein_coding, STM14_RS09455, STM14_2069
acnA, protein_coding, STM14_RS09460, STM14_2070
ymiC, protein_coding, STM14_RS26760,
STM14_RS26640, protein_coding, STM14_RS26640, STM14_2071
STM14_RS09465, protein_coding, STM14_RS09465,
cysB, protein_coding, STM14_RS09470, STM14_2072
topA, protein_coding, STM14_RS09475, STM14_2075
STM14_RS09480, protein_coding, STM14_RS09480, STM14_2077
sohB, protein_coding, STM14_RS09485, STM14_2078
STM14_RS09490, protein_coding, STM14_RS09490, STM14_2080
cobO, protein_coding, STM14_RS09495, STM14_2081
rluB, protein_coding, STM14_RS09500, STM14_2082
STM14_RS09505, protein_coding, STM14_RS09505, STM14_2083
rnm, protein_coding, STM14_RS09510, STM14_2084
trpL, protein_coding, STM14_RS24860, STM14_2085
STM14_RS09515, protein_coding, STM14_RS09515, STM14_2086
trpD, protein_coding, STM14_RS09520, STM14_2087
trpCF, protein_coding, STM14_RS09525, STM14_2088
trpB, protein_coding, STM14_RS09530, STM14_2089
trpA, protein_coding, STM14_RS09535, STM14_2090
STM14_RS09540, protein_coding, STM14_RS09540, STM14_2091
STM14_RS09545, protein_coding, STM14_RS09545, STM14_2092
STM14_RS09550, protein_coding, STM14_RS09550, STM14_2093
STM14_RS09555, protein_coding, STM14_RS09555, STM14_2094
ompW, protein_coding, STM14_RS09560, STM14_2095
STM14_RS09565, protein_coding, STM14_RS09565, STM14_2096
STM14_RS09570, protein_coding, STM14_RS09570, STM14_2097
STM14_RS09575, protein_coding, STM14_RS09575, STM14_2098
yciA, protein_coding, STM14_RS09580, STM14_2099
tonB, protein_coding, STM14_RS09585, STM14_2100
STM14_RS09590, protein_coding, STM14_RS09590, STM14_2101
STM14_RS26360, protein_coding, STM14_RS26360, STM14_2102
cls, protein_coding, STM14_RS09595, STM14_2103
STM14_RS09600, protein_coding, STM14_RS09600, STM14_2104
STM14_RS09605, protein_coding, STM14_RS09605, STM14_2105
oppF, protein_coding, STM14_RS09610, STM14_2106
STM14_RS09615, protein_coding, STM14_RS09615, STM14_2107
oppC, protein_coding, STM14_RS09620, STM14_2108
oppB, protein_coding, STM14_RS09625, STM14_2109
oppA, protein_coding, STM14_RS09630, STM14_2110
STM14_RS09635, protein_coding, STM14_RS09635, STM14_2112
adhE, protein_coding, STM14_RS09640, STM14_2113
tdk, protein_coding, STM14_RS09645, STM14_2114
hns, protein_coding, STM14_RS09650, STM14_2116
galU, protein_coding, STM14_RS09655, STM14_2118
rssB, protein_coding, STM14_RS09660, STM14_2119
rssA, protein_coding, STM14_RS09665, STM14_2120
STM14_RS09670, protein_coding, STM14_RS09670, STM14_2121
purU, protein_coding, STM14_RS09675, STM14_2122
